region,year,party_raw,votes,vote_share_pct,seats,vote_delta,vote_share_delta_pct,seats_delta,total_votes_cast,total_valid_votes,total_seats,invalid_votes_total,source_url,region_name,party_code,party_name,election_type,source_type,value
KU092,2021,Constituency association Tiina KeskimÃ¤ki,77,0.1,0,77,0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Constituency association Tiina KeskimÃ¤ki,Constituency association Tiina KeskimÃ¤ki,municipal,official_html,77
KU092,2021,Constituency association Timo PerttilÃ¤,5,0.0,0,5,0.0,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Constituency association Timo PerttilÃ¤,Constituency association Timo PerttilÃ¤,municipal,official_html,5
KU092,2021,Crystal Party,427,0.5,0,427,0.5,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Crystal Party,Crystal Party,municipal,official_html,427
KU092,2021,Christian Democrats in Finland,3338,3.7,2,-22,-0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,KD,Suomen Kristillisdemokraatit,municipal,official_html,3338
KU092,2021,National Coalition Party,22371,24.7,18,640,0.3,1,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,KOK,Kansallinen Kokoomus,municipal,official_html,22371
KU092,2021,Movement Now,2976,3.3,2,2976,3.3,2,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Movement Now,Movement Now,municipal,official_html,2976
KU092,2021,Pirate Party of Finland,279,0.3,0,-254,-0.3,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Pirate Party of Finland,Pirate Party of Finland,municipal,official_html,279
KU092,2021,The Communist Party of Finland,132,0.1,0,-92,-0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Communist Party of Finland,The Communist Party of Finland,municipal,official_html,132
KU092,2021,The Feminist Party,255,0.3,0,-69,-0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Feminist Party,The Feminist Party,municipal,official_html,255
KU092,2021,The Finnish Social Democratic Party,20434,22.6,16,-1876,-2.5,-2,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,20434
KU092,2021,The Finns Party,15732,17.4,12,4716,5.0,4,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Finns Party,The Finns Party,municipal,official_html,15732
KU092,2021,The Greens,12053,13.3,9,-3828,-4.5,-3,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Greens,The Greens,municipal,official_html,12053
KU092,2021,The Left Alliance,5934,6.6,4,-678,-0.9,-1,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Left Alliance,The Left Alliance,municipal,official_html,5934
KU092,2021,The Open Party,58,0.1,0,58,0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Open Party,The Open Party,municipal,official_html,58
KU092,2021,The Swedish PeopleÂs Party of Finland,2655,2.9,2,34,-0.0,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,The Swedish PeopleÂs Party of Finland,The Swedish PeopleÂs Party of Finland,municipal,official_html,2655
KU092,2021,Vantaan sitoutumattomat yhteislista,50,0.1,0,50,0.1,0,90928,90500,67,428,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_092.html,Vantaa,Vantaan sitoutumattomat yhteislista,Vantaan sitoutumattomat yhteislista,municipal,official_html,50
KU097,2021,Blue Reform,37,3.4,0,37,3.4,0,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,Blue Reform,Blue Reform,municipal,official_html,37
KU097,2021,Centre Party of Finland,442,40.7,8,-109,-7.5,-3,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,442
KU097,2021,Hirvensalmi-ItsenÃ¤inenKuntaLiike yhteislista,81,7.5,1,81,7.5,1,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,Hirvensalmi-ItsenÃ¤inenKuntaLiike yhteislista,Hirvensalmi-ItsenÃ¤inenKuntaLiike yhteislista,municipal,official_html,81
KU097,2021,National Coalition Party,280,25.8,5,118,11.6,2,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,KOK,Kansallinen Kokoomus,municipal,official_html,280
KU097,2021,The Finnish Social Democratic Party,194,17.9,3,64,6.5,1,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,194
KU097,2021,The Finns Party,52,4.8,0,-40,-3.3,-1,1100,1086,17,14,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_097.html,Hirvensalmi,The Finns Party,The Finns Party,municipal,official_html,52
KU098,2021,Centre Party of Finland,1619,16.2,7,-297,-1.4,-1,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1619
KU098,2021,Christian Democrats in Finland,488,4.9,2,-182,-1.3,0,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,KD,Suomen Kristillisdemokraatit,municipal,official_html,488
KU098,2021,National Coalition Party,2478,24.8,11,-488,-2.4,-1,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,KOK,Kansallinen Kokoomus,municipal,official_html,2478
KU098,2021,Movement Now,125,1.3,0,125,1.3,0,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,Movement Now,Movement Now,municipal,official_html,125
KU098,2021,The Finnish Social Democratic Party,1867,18.7,8,-341,-1.6,-1,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,1867
KU098,2021,The Finns Party,2255,22.6,10,451,6.0,3,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,The Finns Party,The Finns Party,municipal,official_html,2255
KU098,2021,The Greens,941,9.4,4,147,2.1,1,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,The Greens,The Greens,municipal,official_html,941
KU098,2021,The Left Alliance,217,2.2,1,-313,-2.7,-1,10103,9990,43,113,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_098.html,Hollola,The Left Alliance,The Left Alliance,municipal,official_html,217
KU102,2021,Centre Party of Finland,1100,24.7,9,-331,-3.5,0,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1100
KU102,2021,Huittisten parhaaksi yhteislista,264,5.9,2,264,5.9,2,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,Huittisten parhaaksi yhteislista,Huittisten parhaaksi yhteislista,municipal,official_html,264
KU102,2021,Christian Democrats in Finland,82,1.8,1,-4,0.1,1,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,KD,Suomen Kristillisdemokraatit,municipal,official_html,82
KU102,2021,National Coalition Party,1006,22.6,8,-114,0.5,2,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,KOK,Kansallinen Kokoomus,municipal,official_html,1006
KU102,2021,The Finnish Social Democratic Party,656,14.7,5,-103,-0.2,1,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,656
KU102,2021,The Finns Party,859,19.3,7,107,4.5,3,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,The Finns Party,The Finns Party,municipal,official_html,859
KU102,2021,The Greens,101,2.3,0,-211,-3.9,-1,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,The Greens,The Greens,municipal,official_html,101
KU102,2021,The Left Alliance,381,8.6,3,-233,-3.5,0,4479,4449,35,30,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_102.html,Huittinen,The Left Alliance,The Left Alliance,municipal,official_html,381
KU103,2021,Centre Party of Finland,356,32.2,7,-102,-5.5,-1,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,Centre Party of Finland,Centre Party of Finland,municipal,official_html,356
KU103,2021,National Coalition Party,190,17.2,4,-70,-4.2,-1,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,KOK,Kansallinen Kokoomus,municipal,official_html,190
KU103,2021,The Finnish Social Democratic Party,264,23.9,5,-60,-2.8,-1,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,264
KU103,2021,The Finns Party,166,15.0,3,139,12.8,3,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,The Finns Party,The Finns Party,municipal,official_html,166
KU103,2021,The Greens,53,4.8,1,-12,-0.6,0,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,The Greens,The Greens,municipal,official_html,53
KU103,2021,The Left Alliance,76,6.9,1,-4,0.3,0,1109,1105,21,4,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_103.html,Humppila,The Left Alliance,The Left Alliance,municipal,official_html,76
KU105,2021,Centre Party of Finland,512,56.3,13,-110,0.4,1,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,Centre Party of Finland,Centre Party of Finland,municipal,official_html,512
KU105,2021,National Coalition Party,17,1.9,0,17,1.9,0,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,KOK,Kansallinen Kokoomus,municipal,official_html,17
KU105,2021,The Finnish Social Democratic Party,170,18.7,4,-129,-8.2,-2,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,170
KU105,2021,The Finns Party,75,8.3,2,2,1.7,1,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,The Finns Party,The Finns Party,municipal,official_html,75
KU105,2021,The Greens,27,3.0,0,27,3.0,0,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,The Greens,The Greens,municipal,official_html,27
KU105,2021,The Left Alliance,108,11.9,2,-11,1.2,0,915,909,21,6,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_105.html,Hyrynsalmi,The Left Alliance,The Left Alliance,municipal,official_html,108
KU106,2021,Centre Party of Finland,1368,7.2,3,-261,-0.9,-1,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1368
KU106,2021,Crystal Party,127,0.7,0,127,0.7,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,Crystal Party,Crystal Party,municipal,official_html,127
KU106,2021,Christian Democrats in Finland,771,4.1,2,-382,-1.6,-1,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,KD,Suomen Kristillisdemokraatit,municipal,official_html,771
KU106,2021,National Coalition Party,4637,24.4,13,-239,0.3,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,KOK,Kansallinen Kokoomus,municipal,official_html,4637
KU106,2021,Movement Now,150,0.8,0,150,0.8,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,Movement Now,Movement Now,municipal,official_html,150
KU106,2021,The Finnish Social Democratic Party,4232,22.2,12,-1041,-3.8,-2,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,4232
KU106,2021,The Finns Party,3906,20.5,11,1300,7.7,5,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Finns Party,The Finns Party,municipal,official_html,3906
KU106,2021,The Greens,2204,11.6,6,-560,-2.1,-1,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Greens,The Greens,municipal,official_html,2204
KU106,2021,The Left Alliance,1466,7.7,4,-277,-0.9,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Left Alliance,The Left Alliance,municipal,official_html,1466
KU106,2021,The Open Party,50,0.3,0,50,0.3,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Open Party,The Open Party,municipal,official_html,50
KU106,2021,The Swedish PeopleÂs Party of Finland,119,0.6,0,50,0.3,0,19123,19030,51,93,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_106.html,Hyvinkää,The Swedish PeopleÂs Party of Finland,The Swedish PeopleÂs Party of Finland,municipal,official_html,119
KU108,2021,Centre Party of Finland,753,17.4,6,-237,-3.8,-2,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,Centre Party of Finland,Centre Party of Finland,municipal,official_html,753
KU108,2021,Christian Democrats in Finland,212,4.9,1,-74,-1.2,-1,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,KD,Suomen Kristillisdemokraatit,municipal,official_html,212
KU108,2021,National Coalition Party,857,19.8,7,-75,-0.2,0,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,KOK,Kansallinen Kokoomus,municipal,official_html,857
KU108,2021,The Finnish Social Democratic Party,798,18.5,7,-76,-0.3,0,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,798
KU108,2021,The Finns Party,983,22.7,8,317,8.4,3,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,The Finns Party,The Finns Party,municipal,official_html,983
KU108,2021,The Greens,222,5.1,2,40,1.2,1,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,The Greens,The Greens,municipal,official_html,222
KU108,2021,The Left Alliance,497,11.5,4,-230,-4.1,-1,4345,4322,35,23,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_108.html,Hämeenkyrö,The Left Alliance,The Left Alliance,municipal,official_html,497
KU109,2021,Centre Party of Finland,2259,7.6,4,-906,-2.4,-1,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,Centre Party of Finland,Centre Party of Finland,municipal,official_html,2259
KU109,2021,Crystal Party,121,0.4,0,121,0.4,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,Crystal Party,Crystal Party,municipal,official_html,121
KU109,2021,Christian Democrats in Finland,1258,4.3,2,-779,-2.2,-1,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,KD,Suomen Kristillisdemokraatit,municipal,official_html,1258
KU109,2021,National Coalition Party,8009,27.1,14,-668,-0.5,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,KOK,Kansallinen Kokoomus,municipal,official_html,8009
KU109,2021,Movement Now,216,0.7,0,216,0.7,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,Movement Now,Movement Now,municipal,official_html,216
KU109,2021,The Finnish Social Democratic Party,7651,25.9,14,-543,-0.2,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,7651
KU109,2021,The Finns Party,5595,18.9,10,2035,7.6,4,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Finns Party,The Finns Party,municipal,official_html,5595
KU109,2021,The Greens,2751,9.3,5,-843,-2.1,-1,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Greens,The Greens,municipal,official_html,2751
KU109,2021,The Left Alliance,1599,5.4,2,-457,-1.1,-1,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Left Alliance,The Left Alliance,municipal,official_html,1599
KU109,2021,The Liberal Party - Freedom to choose,33,0.1,0,33,0.1,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Liberal Party - Freedom to choose,The Liberal Party - Freedom to choose,municipal,official_html,33
KU109,2021,The Swedish PeopleÂs Party of Finland,102,0.3,0,102,0.3,0,29705,29594,51,111,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_109.html,Hämeenlinna,The Swedish PeopleÂs Party of Finland,The Swedish PeopleÂs Party of Finland,municipal,official_html,102
KU111,2021,Centre Party of Finland,636,7.6,3,-188,-1.0,-1,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,Centre Party of Finland,Centre Party of Finland,municipal,official_html,636
KU111,2021,Christian Democrats in Finland,532,6.4,3,-182,-1.1,0,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,KD,Suomen Kristillisdemokraatit,municipal,official_html,532
KU111,2021,National Coalition Party,1766,21.2,10,-410,-1.6,-1,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,KOK,Kansallinen Kokoomus,municipal,official_html,1766
KU111,2021,Parempi Heinola yhteislista,1409,16.9,7,1409,16.9,7,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,Parempi Heinola yhteislista,Parempi Heinola yhteislista,municipal,official_html,1409
KU111,2021,Pro Heinola yhteislista,83,1.0,0,83,1.0,0,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,Pro Heinola yhteislista,Pro Heinola yhteislista,municipal,official_html,83
KU111,2021,The Finnish Social Democratic Party,2229,26.7,12,-396,-0.7,-1,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,2229
KU111,2021,The Finns Party,1276,15.3,7,536,7.6,4,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,The Finns Party,The Finns Party,municipal,official_html,1276
KU111,2021,The Greens,105,1.3,0,-141,-1.3,-1,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,The Greens,The Greens,municipal,official_html,105
KU111,2021,The Left Alliance,308,3.7,1,122,1.7,1,8391,8344,43,47,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_111.html,Heinola,The Left Alliance,The Left Alliance,municipal,official_html,308
KU139,2021,Centre Party of Finland,1705,43.8,14,-228,-2.1,-3,3916,3895,31,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_139.html,Ii,Centre Party of Finland,Centre Party of Finland,municipal,official_html,1705
KU139,2021,National Coalition Party,504,12.9,4,44,2.0,0,3916,3895,31,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_139.html,Ii,KOK,Kansallinen Kokoomus,municipal,official_html,504
KU139,2021,The Finnish Social Democratic Party,230,5.9,2,-81,-1.5,0,3916,3895,31,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_139.html,Ii,The Finnish Social Democratic Party,The Finnish Social Democratic Party,municipal,official_html,230
KU139,2021,The Finns Party,440,11.3,3,232,6.4,2,3916,3895,31,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_139.html,Ii,The Finns Party,The Finns Party,municipal,official_html,440
KU139,2021,The Greens,240,6.2,2,-83,-1.5,0,3916,3895,31,21,https://tulospalvelu.vaalit.fi/KV-2021/en/kutulos_139.html,Ii,The Greens,The Greens,municipal,official_html,240
